number_of_air_conditioners,ac_power_hp,number_of_refrigerators,number_of_televisions,number_of_fans,number_of_computers,average_daily_usage_hours,season,house_size_m2,insulation_quality,has_water_heater,washing_machine_usage_per_week,monthly_energy_consumption_kwh,monthly_electricity_bill_egp
2,2.25,2,0,1,2,7.627319099679708,summer,120.54455349857021,high,0,4,3086.3928762491114,3705.7517695042984
2,3.0,1,1,0,1,4.525900823519028,summer,123.85162678795838,high,0,6,1899.780931857913,2281.820327984834
3,1.5,2,3,2,2,5.845552526913396,winter,180.33080943696484,low,0,3,2726.5123482532476,3279.061735900471
0,1.5,1,0,3,1,7.95538147128501,winter,85.04045989370945,low,1,2,1130.5845255078625,1347.335784470858
3,1.5,2,2,4,0,3.7186086806542087,summer,153.45298977946578,low,1,4,3014.7733886567676,3621.491647002237
2,1.5,1,1,0,2,3.894140187356763,winter,138.12025916608297,high,0,1,1153.6539652163058,1382.2754498978993
0,3.0,1,0,3,0,7.654296064714032,winter,50.0,low,1,2,1171.5653826846085,1409.135404797292
3,3.0,2,2,3,1,6.147339374552523,summer,178.64052239546277,low,1,5,5214.069067080169,6255.349013998796
3,2.25,1,2,2,2,4.548438325320301,summer,172.86937422450987,high,1,2,2234.8567317281054,2681.231582478459
2,1.5,1,3,1,1,6.610525606664381,summer,179.85506813961777,low,0,0,2144.4407026311806,2565.478516674922
0,2.25,1,3,3,1,7.33037900071434,winter,50.0,high,0,5,1048.9469981792922,1260.1429390267328
2,1.5,2,1,3,2,5.835483004391139,summer,128.39641300040995,medium,1,4,2874.6624425457057,3449.8809096458076
0,2.25,1,2,0,2,4.21053751273544,summer,50.0,low,0,5,937.7490003666688,1121.8799922517114
4,1.5,2,2,4,1,7.532616679731537,winter,237.8919074797176,medium,1,0,3154.3621706950967,3783.306928151666
1,1.5,1,3,0,0,3.8484489166510274,winter,71.24254760272603,high,0,6,1035.9037049235546,1241.0527714310635
1,2.25,1,2,2,2,7.574747158588714,winter,109.03385213392023,high,0,0,1377.1017840470058,1652.9668804370758
1,3.0,2,3,3,1,4.895876337966513,winter,120.38810667176908,high,1,4,2231.688288125315,2679.870680734143
2,3.0,2,2,1,2,3.009765062197315,winter,99.75663960308125,high,0,2,2134.6193191900147,2562.798981894561
4,3.0,2,3,3,2,6.260648295744234,winter,211.4559832080021,low,0,6,4245.74397790747,5090.762482265669
0,2.25,2,3,1,1,5.169826222125509,summer,53.130945019207395,medium,1,4,2092.6508773687483,2518.311595484694
3,2.25,2,1,1,1,4.605859515558512,summer,140.41868833543975,medium,0,0,3174.99408284505,3809.646507456034
0,1.5,2,2,1,0,6.489453669512966,winter,50.0,low,1,2,1981.3480366239605,2368.7697078839406
3,2.25,1,2,4,2,5.356421046777904,winter,133.21220773804234,low,1,3,2350.092565649329,2827.603486533405
0,1.5,1,3,0,0,5.065138350518456,winter,50.0,medium,1,1,1024.1588765451565,1225.6149597152673
4,3.0,1,2,2,0,8.338062100969557,summer,226.5523515945369,high,1,0,4771.019673159717,5723.530533242029
3,3.0,1,3,4,0,3.581176393527172,summer,130.6512593196697,low,1,1,2927.95472018347,3515.339001987502
2,1.5,2,1,4,0,5.785079066469631,summer,137.69582698858756,low,0,0,2816.3345404232864,3374.9966643495386
0,1.5,1,1,1,0,4.727857864869137,summer,76.33831699311476,low,1,1,1088.9168454099733,1301.6408569626685
0,1.5,1,3,4,0,4.997476154695131,summer,66.66209421320245,medium,0,6,957.0036412774748,1147.5660067764793
3,3.0,1,0,2,0,6.092988513007847,winter,149.3877485585595,medium,0,3,2220.573507815139,2659.8447248104612
2,1.5,2,1,2,1,9.458673159593236,winter,177.32849709184873,medium,1,2,2653.114379314365,3189.7648410906313
2,1.5,2,2,3,0,7.614449434413188,winter,135.9496836988073,low,1,5,2696.0535145711665,3232.477550924822
4,2.25,1,3,4,1,4.351772247460309,summer,203.40272171006382,low,1,6,3507.5754226327836,4215.677043684018
2,1.5,2,3,3,1,7.006988046635091,winter,166.6149146320687,medium,0,2,2398.925657393714,2869.280147102861
2,2.25,1,1,2,1,4.076803964624254,summer,150.1933708163886,high,0,5,1604.9255806840795,1924.9071724188054
2,3.0,2,3,4,1,9.196980517724617,summer,124.46688840619628,medium,0,4,4437.935245602831,5328.4399821909665
1,2.25,1,1,1,1,5.966971099987898,summer,98.52379374150468,low,1,4,1967.5888400360643,2360.9890683597796
4,1.5,2,3,1,2,9.647717367011033,winter,224.67341752571042,high,1,0,3171.653761468347,3805.6010478090116
0,3.0,1,1,4,1,7.636540284014847,winter,74.4353363805554,high,0,4,1010.0758620029318,1213.1190779282733
3,1.5,1,2,3,2,8.834790916016608,summer,151.52131754755374,medium,0,4,2880.292446185907,3462.6742139650955
0,2.25,2,0,3,2,4.255011160218877,winter,85.49982268745981,medium,1,1,2054.8404110711167,2459.357840230723
4,1.5,2,0,1,1,8.98448039351219,winter,197.79963356913453,low,0,5,3495.3006101629157,4190.287569002869
3,1.5,2,0,3,1,4.326827289268866,summer,175.20246636090027,high,0,6,2490.433409779625,2983.1640116148164
4,3.0,2,0,1,1,9.833119659870157,summer,190.62811557354306,low,0,2,8720.337513529186,10463.666987411609
2,2.25,1,1,0,2,4.959283609680808,winter,92.0605103628701,low,0,6,1643.7599505655749,1974.511291790572
3,3.0,1,3,1,2,7.788352787396715,winter,151.4239674505171,low,1,3,3482.378799636018,4180.846780296925
2,2.25,1,0,0,0,6.825439351043772,summer,129.82652493706897,high,0,4,1976.1987486016453,2372.938247975129
0,2.25,1,3,4,1,6.34999413595758,winter,72.04681110163541,low,0,1,1035.853223472434,1246.7597469620036
0,3.0,1,1,0,0,6.000421775041786,summer,51.39931766700521,low,1,4,983.2456491962737,1180.477910951525
3,3.0,1,1,2,2,5.68540120955719,summer,196.69138291168773,low,0,0,3969.031011334448,4767.241777438627
3,2.25,1,0,3,2,5.1225168943259245,summer,181.36692453260375,low,0,6,2977.262232361194,3570.590261147642
4,3.0,1,2,0,2,7.180427271708377,winter,201.79665801851098,high,0,0,2662.0971411749933,3194.077582591597
4,3.0,2,0,2,0,9.889468024735674,summer,237.4826669409295,medium,0,3,7136.952194099776,8558.853528856507
2,3.0,1,3,2,0,7.70515793286696,winter,135.2503409385827,low,1,2,2643.8954523851394,3165.10189262647
3,3.0,2,0,3,1,8.298613910643773,summer,157.07225212690565,low,1,3,6468.173789356258,7765.4173735970035
0,2.25,2,1,1,0,7.579711788354048,summer,53.77515109023365,low,1,5,1898.1285435224377,2269.5758708096455
4,3.0,2,1,2,1,6.610017637262294,summer,206.1776466745336,high,1,1,4766.052094641915,5718.797115690957
4,3.0,2,3,0,1,8.719791068412395,winter,210.8355203372347,low,0,6,5136.959142037783,6144.027848791121
0,3.0,1,3,3,0,5.262148057478656,summer,50.0,low,0,6,964.258701187761,1147.1979846872293
4,3.0,2,3,0,0,4.912176093211709,winter,229.66414648999762,low,0,6,3622.309865020138,4339.906685629331
2,3.0,1,0,1,1,5.686879407064712,summer,108.43814467839357,low,0,6,2897.8292765022543,3478.6605355213346
3,1.5,1,0,3,0,7.0513088248031455,summer,167.12416246322886,high,1,1,2253.2135840007913,2697.0363076528897
0,1.5,2,2,2,1,3.000674594656951,winter,57.82095600012504,high,0,0,1783.0867002445614,2145.4984084033617
3,3.0,1,3,0,2,8.846056749567143,winter,154.98610711456098,medium,1,6,3177.028832144498,3809.6742003720537
4,1.5,1,2,0,2,5.122211988865496,winter,209.59754351878243,low,0,5,1941.5215964110732,2331.241790629372
4,1.5,2,2,2,1,7.205488154039654,winter,192.8001061178071,low,1,3,3333.1216155536226,3987.2264784080603
0,1.5,2,1,2,2,3.367145954113291,winter,50.0,high,0,6,1819.804653351609,2191.782466891514
2,1.5,1,2,1,0,6.0213857467521334,summer,163.45916355104217,medium,1,0,1991.917810365581,2394.897500576779
1,3.0,1,1,1,1,3.475248154109557,winter,107.52975850647613,high,1,2,1266.7271649044533,1526.0835354389328
0,1.5,1,3,2,1,3.078917218422155,summer,50.421083098539874,medium,0,3,933.0688111831353,1125.4728229826096
1,2.25,1,1,3,2,8.517807083045888,summer,107.29670155703175,high,1,1,2003.1096833920124,2399.8802936647307
1,2.25,2,3,2,1,5.833540518210438,summer,105.90422073940375,high,1,6,2481.922408618186,2971.6913043583554
2,1.5,2,0,2,2,8.703099098547751,winter,123.20419227027062,low,1,3,2939.8782694863507,3523.2051988025064
1,3.0,2,2,4,1,5.361230813519985,winter,110.60634754031692,medium,0,5,2240.007931865899,2690.3605113488497
1,1.5,2,3,3,0,7.534405248542736,summer,73.0951629236668,medium,0,2,2349.038140413993,2816.6237860359074
2,3.0,1,0,3,2,3.660001431344254,summer,147.84533295532006,low,0,1,2210.0924907822077,2653.547299622739
1,3.0,2,0,1,0,4.3333692410866425,winter,58.973412885028665,low,0,3,2146.500964803678,2568.9403842022025
1,1.5,1,3,1,1,6.299128326103384,summer,83.54585049250957,high,0,3,1311.2116844541854,1573.068631692184
1,2.25,1,1,1,2,6.083631285782378,winter,62.82367859037646,low,0,1,1404.491784462799,1682.90518848081
0,3.0,2,3,0,0,4.359358630135055,summer,58.5036426459186,low,1,2,1967.7853688587988,2355.65180892866
0,1.5,1,2,3,1,9.095453100844539,summer,77.07702536300002,high,0,5,1051.242145611908,1262.431182385003
0,2.25,1,0,4,2,4.989786597331385,summer,67.01381464750821,low,0,4,974.053434142434,1163.5284796746141
2,3.0,1,1,1,0,5.991407481947558,summer,121.51753989248658,high,0,6,2208.30284866896,2657.947981323175
4,3.0,2,3,1,2,5.3614804289172655,summer,186.88538332603332,medium,0,0,4733.221593142519,5679.4279536989625
1,3.0,1,3,1,1,9.96824627434844,summer,150.0308013150346,high,1,5,2331.9271140477053,2800.8560041925116
1,2.25,1,0,1,0,5.426542298300846,winter,145.1308184854588,high,1,1,1347.3934279441664,1619.4031530561215
2,1.5,1,3,1,1,4.8519212487699015,winter,104.92029860447121,low,1,0,1628.1455180743933,1953.0484929411252
1,1.5,1,2,0,0,9.347523936900885,summer,102.77293646541779,high,1,4,1643.5041184012503,1968.6900880738751
0,3.0,2,1,4,1,4.101658919954523,summer,50.0,high,1,4,2059.680509904569,2469.7157848928837
4,2.25,2,2,3,1,9.427382393396904,winter,183.23276873599906,low,1,3,4680.985099774461,5618.179683810742
3,2.25,1,0,4,2,6.979635527987795,winter,171.03945001907817,medium,1,5,2280.0599385854266,2738.2050568698164
1,1.5,1,1,2,2,4.5622426019026925,summer,91.07880180897848,high,0,1,1202.147194144871,1453.8309544580027
0,3.0,1,0,3,0,4.7639568653110445,winter,68.77049340680526,medium,0,6,917.397578385456,1093.5964412967446
3,3.0,2,0,1,0,7.976693634686989,summer,127.04841213092226,low,0,4,5964.680004710841,7159.916875495121
4,1.5,2,2,2,1,3.2755803794533342,winter,209.02644271145732,high,0,4,2160.3601957872183,2603.550042575395
3,1.5,1,1,2,2,8.008188955431761,summer,176.14239946836346,low,0,0,3126.0699785427128,3754.348650828303
0,2.25,1,0,2,1,5.169380024925378,winter,105.4027372147415,medium,1,4,1047.5665469684907,1255.86843872785
3,2.25,2,2,2,1,8.657762392189337,winter,152.42567510410288,medium,0,6,3273.3517985857566,3930.795311098096
2,1.5,1,2,1,0,3.874653328316743,winter,138.18569756223445,low,0,6,1259.9882567902528,1516.390288149188
3,1.5,2,1,2,1,4.744053977759229,summer,200.57086823405018,low,0,1,3022.066997025986,3629.3969702152367
1,3.0,1,3,4,1,6.07309626626867,winter,133.46181913290985,high,0,0,1366.312069524162,1639.40123870443
1,3.0,1,3,1,2,9.154460875991962,summer,124.60955832932967,high,1,5,2162.1728862274713,2591.0245369487766
2,3.0,1,0,2,1,4.98866852232958,summer,133.51861329051104,low,0,5,2680.2299489032625,3225.2884711372412
0,2.25,1,3,2,1,8.906514614579315,winter,50.0,high,0,3,1035.5869259611986,1239.5561062266743
1,2.25,2,1,4,1,3.7143734381037854,summer,74.08481811802952,low,0,3,2263.5632399109113,2708.1280971396873
4,3.0,2,3,0,0,4.215080613233251,summer,239.011387287879,medium,0,2,4042.571575497957,4854.742761087522
1,1.5,2,1,0,2,4.10569983358577,summer,79.49864856788552,low,1,6,2419.853285341544,2900.5743668039454
1,3.0,1,0,4,0,7.290884448624762,winter,84.00275683416854,high,0,4,1362.8671167429409,1639.6072723334578
0,2.25,1,3,0,0,5.720678768680534,summer,54.71579194621743,low,0,6,916.2789420135998,1102.0228039459053
3,2.25,2,1,3,2,9.044220465759707,summer,146.38310591535668,medium,1,4,4890.315541833908,5864.629333669412
1,1.5,2,1,3,0,6.400895554475911,winter,96.4433850145943,high,1,2,2153.1675095741307,2581.940919145954
2,3.0,1,1,3,1,8.865726470770925,summer,115.59022098448415,low,0,1,4110.04678031677,4938.019260093801
3,2.25,2,2,0,0,4.6823425272376324,winter,186.05767211208692,low,1,1,2838.9898873801244,3409.545768627593
4,1.5,1,0,3,0,9.519148553334178,winter,266.831838873211,medium,1,6,2509.5320728392303,3015.2990393043606
0,2.25,2,1,3,1,7.444197593413895,summer,71.2241087329349,medium,1,6,2022.7724234818006,2435.2224088487196
4,3.0,1,2,0,1,6.539511296358991,winter,179.1610310694097,medium,0,1,2822.28502958138,3393.5011382964362
3,3.0,1,2,4,0,7.261859188751813,winter,176.07659732302216,high,0,0,2235.538820404598,2677.1996728798545
3,1.5,2,1,1,0,9.419652546536884,winter,157.99503433638372,low,0,2,3127.7774535231297,3750.0716871546106
3,1.5,2,0,3,1,5.397832343710379,summer,176.20578277193246,high,0,5,2659.9411307240152,3186.3472069031745
4,2.25,1,3,0,2,4.720805645306374,winter,223.6262172350891,low,1,2,2492.743365818114,2995.4492875015494
3,2.25,1,2,1,1,4.717946102998353,winter,159.775348486862,medium,1,0,1808.143883246983,2178.38408383192
4,1.5,2,1,1,2,9.809106991697536,winter,221.12847532039984,medium,0,0,3294.8515120429597,3954.6774744503055
3,3.0,1,0,2,1,5.36247116745267,winter,188.2963346916007,low,0,2,2415.5135986083196,2902.7366469716053
2,2.25,2,0,1,1,9.187217305297594,winter,123.28057868420493,high,1,6,2737.866503896128,3277.28060176221
3,3.0,1,1,3,2,3.9621719982381207,summer,183.85857155456904,medium,1,2,2749.7953303227473,3294.4923167150737
4,2.25,2,2,4,2,6.0143356237734675,summer,180.18712761000023,high,1,3,4064.434381534771,4873.707700248699
1,3.0,1,3,3,2,7.334745555757278,summer,107.041476200844,high,0,5,1873.1812007559824,2256.5134086631997
3,3.0,1,0,2,0,9.744594322308547,winter,219.82013615136793,high,0,5,2594.6771853075243,3103.5864236024863
1,2.25,1,3,1,2,7.741096230060287,winter,109.89749798673714,high,0,2,1378.6551492120248,1649.9587480292837
2,1.5,1,0,2,1,3.0137153734543145,summer,153.3498002445694,medium,1,6,1458.8740610692732,1746.2012867081833
0,3.0,1,0,3,1,8.32100076169813,winter,86.87277305499562,medium,1,4,1169.9052468900081,1397.6760811551903
2,1.5,1,0,3,1,7.548640555272012,summer,127.61874482071897,medium,1,0,2167.9292352102407,2603.972289708964
3,1.5,1,2,3,0,4.296081898275786,winter,186.61766991261342,low,1,2,1682.9694742986173,2016.4564300088614
1,2.25,2,2,4,2,7.343161303848403,winter,93.41027928034299,high,0,2,2247.622607319541,2701.0066268786672
1,1.5,2,1,3,2,9.47943807296323,summer,95.38311725340273,low,1,6,2982.998103583342,3572.306057834978
4,1.5,1,3,3,0,3.031616499550853,summer,248.11649775795928,medium,1,2,1818.3225873435347,2183.7744723730784
1,2.25,2,3,1,2,9.820798906375739,summer,107.4931451294698,medium,1,0,3170.9407775162604,3808.1916264821616
4,2.25,2,1,4,1,5.073513612288199,summer,175.07758009855078,low,1,3,4695.610513417868,5644.852522220132
0,2.25,1,2,1,2,7.252535910342891,winter,50.0,low,1,3,1128.9879963308442,1357.9289688152267
3,2.25,2,3,2,0,4.943018448859001,winter,157.97111745061508,low,0,4,2857.703760892009,3427.9671951632936
4,3.0,1,1,0,0,8.11620352678948,winter,220.75089711782377,high,0,4,2759.9980854383257,3312.9565830703227
0,3.0,2,0,1,2,6.6108549067961295,summer,56.71184415181106,medium,0,5,1835.9763091933555,2206.461808284425
1,3.0,2,3,4,0,4.840472077915456,summer,90.87661530196097,low,0,0,2665.4631603088856,3198.2822850181014
1,1.5,2,2,1,2,6.523936406350754,winter,107.58372025590337,medium,0,0,2095.3407341867337,2519.8203514576367
0,2.25,1,3,0,2,5.461451399185208,summer,92.74820708809305,medium,1,2,1248.3395594798892,1496.0751393616342
1,3.0,2,0,1,1,4.747641412247865,winter,67.42590014187729,low,1,5,2432.000918562035,2917.645088765693
0,3.0,1,2,0,2,7.149573744878448,summer,89.7767314245404,high,1,2,1201.6178479750913,1445.9895006631555
4,3.0,1,2,4,2,7.467727445235064,winter,191.09463706992193,high,0,0,2785.3808288687605,3342.117985286671
4,3.0,2,1,1,1,3.9834123712394263,summer,154.90246127957576,low,1,6,4816.941657876592,5780.0188545223
0,3.0,1,2,4,1,9.504109692508504,winter,66.5795954496586,high,0,3,1073.8540514096264,1291.2397786221352
4,3.0,1,1,4,2,3.046563989156367,summer,218.0655020849536,medium,1,2,2815.1068044098106,3381.9479582585795
4,1.5,2,2,2,1,4.938544578805039,summer,198.158125000355,medium,0,6,3156.3266458848943,3795.39224762549
4,2.25,1,0,2,0,5.403430229820142,summer,238.77715985937897,medium,1,6,3205.1535510321964,3852.5257974127703
2,1.5,2,0,1,2,3.465079905166859,summer,76.31157255809968,medium,0,2,2231.590558009875,2681.9996785335543
3,2.25,2,0,1,0,3.6300206276417244,winter,188.1184127464135,high,1,3,2474.45140675175,2962.6811731014295
1,2.25,1,0,4,2,8.932067092541384,winter,65.03712406620355,high,0,1,1431.087759131952,1719.6219674200647
2,1.5,2,0,2,1,5.532858570971253,winter,153.54346205710084,low,1,6,2528.0542018272486,3032.2228848878253
4,2.25,2,3,1,1,5.556751921957307,summer,187.14900351374524,low,1,3,5010.344311435141,6007.474702377859
0,3.0,1,0,1,1,7.820242788954163,winter,50.0,high,1,3,1098.8349480778313,1311.2596202230573
4,1.5,1,2,1,2,8.069980979593193,summer,189.33521089155659,high,0,3,2776.6238886992583,3332.4292868574735
3,3.0,1,1,2,0,7.952627198050852,winter,174.16395819965058,medium,1,2,2924.1750385151313,3514.190522379697
4,1.5,1,3,1,2,6.282446948048509,summer,206.72699748274613,medium,0,0,2713.499778872168,3242.4308740486435
0,2.25,2,2,4,0,7.946780608878356,summer,50.0,high,0,0,1840.6215438512218,2205.012906516459
3,1.5,2,0,1,1,9.467633797672454,summer,140.3351376896764,high,1,3,3458.0854430323243,4145.965319916517
4,3.0,2,0,3,0,3.943773149535532,winter,212.6880130874617,high,0,2,2663.5302304191987,3200.023573633295
3,1.5,2,2,0,2,7.023839697974853,summer,135.63562255174773,high,1,1,3086.061863546756,3701.607565561068
1,3.0,2,3,4,2,9.151135882156034,winter,108.64205159646087,medium,0,2,2660.216016790412,3188.981281449511
1,3.0,1,1,1,1,9.759926156560365,summer,94.2177752057211,low,1,6,2806.2585356177237,3358.9174418066427
4,2.25,2,1,3,2,3.6156364459576515,winter,204.91534468487217,medium,1,3,2818.1769373819684,3382.042783350584
3,2.25,2,1,2,0,9.648773944019602,winter,208.30693321348778,medium,1,3,3513.6196587267673,4214.474806582122
0,3.0,2,1,4,0,8.085180985195896,winter,50.0,medium,0,1,1821.1353896692667,2183.496366357105
4,1.5,2,0,4,1,8.07250823675054,winter,215.00742965767176,medium,0,0,3016.1930643003357,3616.0348869332015
1,2.25,1,3,1,1,4.033007230903074,summer,104.34264982299824,medium,1,6,1499.3832799604097,1812.3036042230979
1,3.0,1,0,2,0,7.030806004870442,summer,96.2057519493116,medium,0,1,1843.7392170013727,2216.158652176265
4,1.5,1,3,1,0,5.510003925249981,winter,176.49692741428206,medium,1,6,1860.6915883314086,2230.475495599106
3,3.0,2,1,3,2,7.098944361146042,winter,154.2621131226374,low,1,3,4123.8537551496465,4947.737877501944
1,2.25,2,2,0,0,8.161771477274595,winter,53.76541067355754,low,0,3,2357.4529469685594,2827.97922306116
3,3.0,2,2,2,2,4.283771573725259,winter,174.2679714766118,low,0,4,3036.3391050138407,3643.7512930271823
1,1.5,1,0,0,2,4.070688317185921,summer,94.54851167945642,low,0,5,1276.4795495658352,1533.6120842469452
1,3.0,2,2,3,2,5.497895325397786,summer,83.79677843174639,high,0,2,2466.5355591675884,2966.2338735380936
2,1.5,1,0,4,2,7.496246243762261,summer,122.43777137079194,high,1,0,2072.2563086292175,2492.443475976253
1,2.25,2,0,3,1,7.716615880857373,winter,85.65760942539715,high,0,5,2183.309939859713,2619.8363751904253
0,3.0,1,3,0,2,7.261789743882196,winter,50.0,medium,0,4,1038.5192144883567,1235.3034659805678
4,3.0,1,1,2,2,8.946318594453768,winter,188.0633877721485,medium,0,3,3623.6174400276145,4347.70152065725
4,1.5,2,1,1,2,8.144003729871681,winter,229.08337363621953,low,0,2,3405.037342407816,4090.034317837739
3,2.25,2,1,0,2,6.532946393506757,winter,155.27171871607305,low,0,5,3217.899327366537,3856.1993536415434
1,2.25,1,1,2,0,6.3776427471468,summer,101.33092761120668,medium,1,1,1658.0693167804743,1987.665893503635
0,3.0,1,3,0,0,8.583923139226004,summer,50.0,medium,0,0,950.027250902803,1141.1713373685536
3,2.25,1,1,4,0,9.187782045424793,summer,153.0691110752067,medium,1,6,4033.558559534399,4845.261281846746
2,2.25,1,1,4,2,8.943593074411657,summer,149.49847956392273,medium,0,5,2907.8921994690404,3492.979898589818
3,2.25,1,2,1,1,6.4744217295263535,winter,167.59282535538313,low,1,2,2571.679164814984,3084.069437123946
